"고객번호","연령","직업","근무기간","결혼상태","부양가족수","외국인여부","주거상태","거주년수","휴대폰개인명의여부","자산","수표계좌","저축계좌","대출이력","대출목적","대출금액","당행대출건수","기타할부상환계획","거래개월수","공동대출보증인","가처분소득중할부상환금비율","신용상태"
"A0357",49,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,1,"실자산","계좌없음","저축계좌없음","부채없음","오디오/TV구입",2900000,1,"없음",12,"공동대출자있음",1,"우량"
"A0358",26,"관리직/자영업/숙련직/공무원","1년~4년","싱글남",1,"예","자가",2,1,"자동차/기타","계좌없음","100만원이하","당은행부채상환완료","오디오/TV구입",5600000,2,"없음",36,"없음",4,"불량"
"A0359",28,"전문직/사무직","1년~4년","사별/기혼남",1,"예","자가",2,0,"실자산","계좌없음","100만원이하","현재부채상환지연","오디오/TV구입",1000000,1,"없음",12,"없음",4,"우량"
"A0360",23,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","임대",4,0,"실자산","마이너스","100만원이하","현재부채상환지연","가구장비구입",3000000,1,"없음",30,"없음",4,"불량"
"A0361",61,"전문직/사무직","1년~4년","싱글남",1,"예","영구임대",4,0,"모름/없음","50만원이하","저축계좌없음","현재부채상환지연","학자금",1600000,1,"없음",18,"없음",4,"우량"
"A0362",37,"관리직/자영업/숙련직/공무원","7년이상","싱글남",1,"예","자가",3,0,"자동차/기타","50만원이상","저축계좌없음","현재부채상환지연","오디오/TV구입",4300000,1,"없음",12,"없음",2,"우량"
"A0363",36,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",2,1,"자동차/기타","50만원이상","100만원이하","당은행부채상환완료","신차구입",2800000,2,"점포",12,"없음",2,"우량"
"A0364",21,"전문직/사무직","1년~4년","사별/기혼남",1,"예","임대",2,0,"사회보장/생명보험","계좌없음","100만원이하","현재부채상환지연","가구장비구입",2200000,1,"없음",6,"없음",1,"우량"
"A0365",25,"무직/비숙련비거주자","미취업","싱글남",1,"예","자가",1,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","가구장비구입",3100000,1,"없음",18,"없음",4,"불량"
"A0366",36,"전문직/사무직","4년~7년","싱글남",1,"예","자가",4,1,"자동차/기타","계좌없음","100만원이하","현재부채상환지연","사업자금",1900000,1,"없음",12,"없음",2,"우량"
"A0367",27,"전문직/사무직","4년~7년","싱글남",1,"예","자가",1,0,"자동차/기타","계좌없음","100만원이하","부채없음","중고차구입",4800000,2,"없음",18,"없음",3,"우량"
"A0368",22,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","임대",4,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","가구장비구입",4600000,1,"없음",18,"없음",1,"우량"
"A0369",42,"전문직/사무직","7년이상","싱글남",2,"예","자가",2,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","가구장비구입",4300000,1,"없음",36,"없음",4,"불량"
"A0370",40,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","임대",4,0,"실자산","50만원이하","100만원이하","현재부채상환지연","가구장비구입",3800000,1,"없음",18,"없음",2,"우량"
"A0371",36,"전문직/사무직","1년~4년","싱글남",1,"예","자가",4,0,"실자산","계좌없음","저축계좌없음","현재부채상환지연","신차구입",3900000,1,"없음",36,"없음",4,"우량"
"A0372",33,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,1,"자동차/기타","계좌없음","100만원이하","부채없음","오디오/TV구입",7600000,2,"없음",18,"없음",3,"우량"
"A0373",23,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","임대",3,0,"실자산","계좌없음","100만원이하","부채없음","가구장비구입",2700000,2,"없음",10,"없음",1,"우량"
"A0374",63,"관리직/자영업/숙련직/공무원","7년이상","싱글남",1,"예","영구임대",4,1,"모름/없음","계좌없음","저축계좌없음","부채없음","신차구입",17200000,1,"은행",60,"없음",2,"우량"
"A0375",60,"관리직/자영업/숙련직/공무원","7년이상","이혼/별거/기혼녀",1,"예","영구임대",4,1,"모름/없음","50만원이하","100~500만원","과거연체이력","기타",18500000,2,"은행",60,"없음",3,"불량"
"A0376",37,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","임대",4,0,"자동차/기타","마이너스","100만원이하","과거연체이력","사업자금",9600000,1,"없음",48,"보증인있음",2,"불량"
"A0377",34,"전문직/사무직","미취업","사별/기혼남",1,"예","자가",3,0,"실자산","계좌없음","100만원이하","당은행부채상환완료","오디오/TV구입",2900000,2,"없음",18,"없음",2,"우량"
"A0378",36,"전문직/사무직","7년이상","싱글남",1,"예","영구임대",4,0,"모름/없음","계좌없음","저축계좌없음","당은행부채상환완료","오디오/TV구입",1100000,1,"없음",7,"없음",3,"우량"
"A0379",57,"관리직/자영업/숙련직/공무원","7년이상","싱글남",1,"예","영구임대",2,1,"모름/없음","50만원이하","100만원이하","현재부채상환지연","신차구입",17900000,1,"없음",36,"없음",4,"불량"
"A0380",52,"비숙련거주자","1년~4년","이혼/별거/기혼녀",1,"예","자가",4,0,"자동차/기타","계좌없음","100~500만원","부채없음","신차구입",500000,2,"없음",6,"없음",4,"우량"
"A0381",39,"전문직/사무직","4년~7년","싱글남",1,"예","자가",4,1,"자동차/기타","마이너스","저축계좌없음","현재부채상환지연","가구장비구입",2800000,1,"없음",20,"없음",4,"우량"
"A0382",38,"관리직/자영업/숙련직/공무원","미취업","이혼/별거/기혼녀",1,"예","영구임대",4,1,"모름/없음","50만원이하","100만원이하","현재부채상환지연","중고차구입",16200000,1,"없음",18,"없음",3,"불량"
"A0383",25,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","임대",4,0,"사회보장/생명보험","계좌없음","저축계좌없음","현재부채상환지연","신차구입",1600000,1,"없음",22,"없음",4,"우량"
"A0384",26,"전문직/사무직","1년미만","싱글남",1,"예","자가",1,0,"실자산","50만원이상","100만원이하","현재부채상환지연","신차구입",1700000,1,"없음",12,"없음",4,"우량"
"A0385",26,"비숙련거주자","1년~4년","싱글남",1,"예","자가",2,0,"사회보장/생명보험","계좌없음","100~500만원","당은행부채상환완료","사업자금",5300000,2,"없음",30,"없음",2,"우량"
"A0386",25,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",1,0,"자동차/기타","계좌없음","100만원이하","부채없음","오디오/TV구입",2800000,2,"없음",18,"없음",2,"우량"
"A0387",21,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","임대",2,1,"실자산","계좌없음","저축계좌없음","현재부채상환지연","오디오/TV구입",1400000,1,"없음",18,"없음",4,"우량"
"A0388",40,"관리직/자영업/숙련직/공무원","미취업","싱글남",1,"예","자가",4,1,"사회보장/생명보험","50만원이하","100만원이하","부채없음","가구장비구입",9200000,2,"점포",18,"없음",4,"우량"
"A0389",27,"전문직/사무직","1년~4년","싱글남",1,"예","자가",4,0,"자동차/기타","50만원이하","500~1000만원","부채없음","사업자금",2900000,1,"은행",15,"없음",2,"우량"
"A0390",27,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","자가",2,0,"자동차/기타","계좌없음","100만원이하","현재부채상환지연","사업자금",1800000,2,"없음",9,"없음",3,"우량"
"A0391",30,"관리직/자영업/숙련직/공무원","1년~4년","사별/기혼남",1,"예","자가",2,1,"사회보장/생명보험","계좌없음","100만원이하","현재부채상환지연","신차구입",2300000,1,"없음",18,"없음",2,"우량"
"A0392",19,"비숙련거주자","1년미만","이혼/별거/기혼녀",1,"예","임대",4,0,"실자산","50만원이하","1000만원이상","현재부채상환지연","가구장비구입",1200000,1,"없음",12,"없음",1,"우량"
"A0393",39,"관리직/자영업/숙련직/공무원","4년~7년","싱글남",2,"예","영구임대",4,1,"모름/없음","마이너스","100만원이하","현재부채상환지연","신차구입",4100000,1,"은행",36,"없음",2,"우량"
"A0394",31,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","자가",4,0,"자동차/기타","마이너스","100만원이하","부채없음","오디오/TV구입",2500000,1,"없음",6,"없음",1,"우량"
"A0395",31,"관리직/자영업/숙련직/공무원","미취업","싱글남",1,"예","자가",3,0,"자동차/기타","계좌없음","100만원이하","부채없음","가구장비구입",3000000,1,"없음",9,"없음",2,"우량"
"A0396",32,"전문직/사무직","4년~7년","싱글남",1,"예","임대",3,1,"모름/없음","50만원이하","100~500만원","당은행부채상환완료","학자금",14700000,1,"없음",39,"없음",2,"우량"
"A0397",55,"관리직/자영업/숙련직/공무원","미취업","이혼/별거/기혼녀",1,"예","영구임대",4,0,"모름/없음","마이너스","100만원이하","현재부채상환지연","가구장비구입",3200000,1,"없음",12,"없음",3,"우량"
"A0398",46,"전문직/사무직","1년~4년","사별/기혼남",1,"예","자가",2,1,"사회보장/생명보험","마이너스","100만원이하","부채없음","가구장비구입",2900000,2,"없음",36,"없음",3,"우량"
"A0399",46,"전문직/사무직","7년이상","이혼/별거남",1,"예","임대",1,0,"실자산","50만원이하","100만원이하","현재부채상환지연","신차구입",1500000,2,"없음",12,"없음",1,"불량"
"A0400",43,"비숙련거주자","1년~4년","이혼/별거/기혼녀",1,"예","자가",1,0,"실자산","계좌없음","1000만원이상","부채없음","오디오/TV구입",1900000,2,"없음",24,"없음",4,"우량"
"A0401",39,"전문직/사무직","1년미만","사별/기혼남",1,"예","자가",4,1,"실자산","계좌없음","100만원이하","현재부채상환지연","오디오/TV구입",1800000,1,"없음",18,"없음",3,"우량"
"A0402",28,"전문직/사무직","1년~4년","사별/기혼남",1,"예","자가",4,0,"실자산","50만원이하","저축계좌없음","부채없음","사업자금",2400000,2,"은행",18,"없음",4,"우량"
"A0403",27,"전문직/사무직","1년미만","싱글남",1,"예","자가",2,1,"자동차/기타","계좌없음","100만원이하","당은행부채상환완료","사업자금",10800000,2,"은행",24,"없음",2,"불량"
"A0404",27,"비숙련거주자","1년~4년","싱글남",1,"예","자가",2,0,"자동차/기타","계좌없음","100만원이하","당은행부채상환완료","신차구입",1000000,2,"없음",14,"없음",4,"우량"
"A0405",43,"전문직/사무직","7년이상","싱글남",2,"예","자가",4,0,"자동차/기타","50만원이하","저축계좌없음","당은행부채상환완료","신차구입",3600000,1,"없음",18,"없음",4,"우량"
"A0406",22,"전문직/사무직","1년미만","사별/기혼남",1,"예","자가",1,1,"사회보장/생명보험","50만원이하","100만원이하","현재부채상환지연","오디오/TV구입",2600000,1,"없음",24,"없음",1,"불량"
"A0407",43,"전문직/사무직","4년~7년","싱글남",2,"예","자가",4,1,"자동차/기타","계좌없음","저축계좌없음","부채없음","중고차구입",2800000,2,"없음",24,"없음",4,"우량"
"A0408",27,"전문직/사무직","1년미만","사별/기혼남",1,"아니오","자가",2,0,"실자산","마이너스","100만원이하","현재부채상환지연","오디오/TV구입",1300000,1,"없음",15,"없음",4,"우량"
"A0409",26,"관리직/자영업/숙련직/공무원","7년이상","이혼/별거남",1,"예","자가",2,1,"자동차/기타","계좌없음","500~1000만원","현재부채상환지연","오디오/TV구입",4100000,1,"없음",24,"없음",3,"우량"
"A0410",28,"전문직/사무직","4년~7년","사별/기혼남",1,"예","자가",2,1,"실자산","50만원이상","500~1000만원","부채없음","신차구입",1200000,3,"없음",12,"없음",4,"불량"
"A0411",20,"전문직/사무직","7년이상","이혼/별거/기혼녀",1,"예","자가",4,1,"자동차/기타","50만원이하","100만원이하","현재부채상환지연","오디오/TV구입",2500000,1,"없음",24,"없음",4,"우량"
"A0412",35,"관리직/자영업/숙련직/공무원","4년~7년","싱글남",1,"예","자가",2,1,"자동차/기타","계좌없음","100만원이하","부채없음","중고차구입",9100000,2,"없음",33,"없음",3,"우량"
"A0413",42,"관리직/자영업/숙련직/공무원","미취업","싱글남",1,"예","자가",2,1,"자동차/기타","계좌없음","100만원이하","부채없음","사업자금",2900000,2,"점포",12,"없음",4,"불량"
"A0414",40,"비숙련거주자","1년~4년","싱글남",2,"아니오","임대",2,0,"모름/없음","계좌없음","500~1000만원","현재부채상환지연","신차구입",2000000,1,"없음",10,"없음",3,"우량"
"A0415",35,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",2,0,"사회보장/생명보험","마이너스","저축계좌없음","현재부채상환지연","신차구입",1700000,1,"없음",24,"없음",4,"불량"
"A0416",35,"전문직/사무직","7년이상","싱글남",2,"예","자가",2,1,"사회보장/생명보험","계좌없음","100만원이하","부채없음","중고차구입",7300000,2,"없음",36,"없음",2,"우량"
"A0417",33,"비숙련거주자","1년미만","싱글남",2,"예","자가",1,0,"실자산","마이너스","100만원이하","현재부채상환지연","신차구입",3200000,1,"없음",12,"없음",4,"불량"
"A0418",23,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","임대",2,1,"자동차/기타","마이너스","저축계좌없음","당은행부채상환완료","학자금",10600000,2,"없음",18,"없음",1,"우량"
"A0419",31,"관리직/자영업/숙련직/공무원","4년~7년","이혼/별거/기혼녀",1,"예","자가",2,0,"자동차/기타","계좌없음","500~1000만원","현재부채상환지연","신차구입",3500000,1,"은행",21,"없음",1,"우량"
"A0420",33,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",2,0,"사회보장/생명보험","50만원이하","저축계좌없음","현재부채상환지연","신차구입",1300000,1,"없음",18,"없음",4,"불량"
